composite_rank,composite_score,score_status,model_name,vendor,vendor_slug,primary_category,capability_tags,is_open_weight,open_weight_evidence,license,license_class,hf_gated,openrouter_model_id,openrouter_canonical_slug,zenmux_model_id,zenmux_match_method,zenmux_match_confidence,huggingface_model_id,openrouter_tokens,openrouter_requests,openrouter_documented_top50_tokens,openrouter_usage_change,openrouter_variants_merged,zenmux_tokens,zenmux_rank,hf_downloads_30d,hf_downloads_all_time,hf_likes,openrouter_usage_score,zenmux_usage_score,hf_downloads_30d_score,hf_likes_score,release_date_hf,openrouter_added_date,hf_last_modified,input_modalities,output_modalities,hf_pipeline_tag,context_length,max_completion_tokens,parameter_count_b,architecture,model_type,model_structure,experts_per_token,quantization_method,supports_reasoning,supports_tools,supports_structured_output,prompt_price_usd_per_million,completion_price_usd_per_million,knowledge_cutoff,openrouter_url,zenmux_url,huggingface_url,source_presence,openrouter_model_ids_merged
149,11.646,complete_three_sources,UnslopNemo 12B,TheDrummer,thedrummer,General Language,text_input|text_output|tool_use|structured_output,True,https://huggingface.co/TheDrummer/UnslopNemo-12B-v4.1,,open_weight_license_unverified,False,thedrummer/unslopnemo-12b,thedrummer/unslopnemo-12b,,unmatched,0.0,TheDrummer/UnslopNemo-12B-v4.1,473575277,135146,0,-0.17457510460257647,thedrummer/unslopnemo-12b,0,,1244,253808,23,23.6025,0.0,6.8323,0.0,2024-10-23,2024-11-08,2024-11-07,text,text,,32768,32768,12.248,MistralForCausalLM,mistral,Dense or unspecified,,,False,True,True,0.39999999999999997,0.39999999999999997,2024-04-30,https://openrouter.ai/thedrummer/unslopnemo-12b,,https://huggingface.co/TheDrummer/UnslopNemo-12B-v4.1,OpenRouter|HuggingFace,thedrummer/unslopnemo-12b
150,10.9765,complete_three_sources,MiniMax-01,MiniMax,minimax,Multimodal / VLM,text_input|image_input|text_output,True,https://huggingface.co/MiniMaxAI/MiniMax-Text-01,,open_weight_license_unverified,False,minimax/minimax-01,minimax/minimax-01,,unmatched,0.615,MiniMaxAI/MiniMax-Text-01,246172108,99882,0,-0.02006666315915343,minimax/minimax-01,0,,4483,83266,657,14.2857,0.0,14.2857,48.1013,2025-01-12,2025-01-15,2025-07-03,text|image,text,text-generation,1000192,1000192,456.09,MiniMaxText01ForCausalLM,minimax_text_01,Mixture-of-Experts,2,,False,False,False,0.19999999999999998,1.1,2024-03-31,https://openrouter.ai/minimax/minimax-01,,https://huggingface.co/MiniMaxAI/MiniMax-Text-01,OpenRouter|HuggingFace,minimax/minimax-01
151,10.7829,complete_three_sources,Llama 3.3 Euryale 70B,Sao10K,sao10k,General Language,text_input|text_output|structured_output,True,https://huggingface.co/Sao10K/L3.3-70B-Euryale-v2.3,llama3,open_weight_custom_or_other_license,False,sao10k/l3.3-euryale-70b,sao10k/l3.3-euryale-70b-v2.3,,unmatched,0.0,Sao10K/L3.3-70B-Euryale-v2.3,416404019,215940,0,0.1999870671230005,sao10k/l3.3-euryale-70b-v2.3,0,,1095,73749,97,21.118,0.0,6.2112,6.962,2024-12-07,2024-12-18,2024-12-08,text,text,text-generation,131072,16384,70.554,LlamaForCausalLM,llama,Dense or unspecified,,,False,False,True,0.65,0.75,2023-12-31,https://openrouter.ai/sao10k/l3.3-euryale-70b,,https://huggingface.co/Sao10K/L3.3-70B-Euryale-v2.3,OpenRouter|HuggingFace,sao10k/l3.3-euryale-70b
152,10.0709,complete_three_sources,Rocinante 12B,TheDrummer,thedrummer,General Language,text_input|text_output|structured_output,True,https://huggingface.co/TheDrummer/Rocinante-12B-v1.1,other,open_weight_custom_or_other_license,False,thedrummer/rocinante-12b,thedrummer/rocinante-12b,,unmatched,0.0,TheDrummer/Rocinante-12B-v1.1,301104316,95906,0,-0.1594917381218017,thedrummer/rocinante-12b,0,,2924,30481,125,17.3913,0.0,11.8012,9.4937,2024-08-15,2024-09-30,2024-08-16,text,text,,65536,65536,12.248,MistralForCausalLM,mistral,Dense or unspecified,,,False,False,True,0.25,0.5,2024-04-30,https://openrouter.ai/thedrummer/rocinante-12b,,https://huggingface.co/TheDrummer/Rocinante-12B-v1.1,OpenRouter|HuggingFace,thedrummer/rocinante-12b
153,8.8317,complete_three_sources,Granite 4.0 Micro,IBM,ibm-granite,General Language,text_input|text_output,True,https://huggingface.co/ibm-granite/granite-4.0-h-micro,apache-2.0,open_source_license,False,ibm-granite/granite-4.0-h-micro,ibm-granite/granite-4.0-h-micro,,unmatched,0.0,ibm-granite/granite-4.0-h-micro,233701526,201381,0,-0.9868788577517327,ibm-granite/granite-4.0-h-micro,0,,14808,203984,148,11.8012,0.0,19.2547,12.6582,2025-09-16,2025-10-20,2025-11-03,text,text,text-generation,131000,131000,3.191,GraniteMoeHybridForCausalLM,granitemoehybrid,Dense or unspecified,,,False,False,False,0.017,0.112,,https://openrouter.ai/ibm-granite/granite-4.0-h-micro,,https://huggingface.co/ibm-granite/granite-4.0-h-micro,OpenRouter|HuggingFace,ibm-granite/granite-4.0-h-micro
154,8.3749,complete_three_sources,Hunyuan A13B Instruct,Tencent,tencent,Reasoning,text_input|text_output|reasoning|structured_output,True,https://huggingface.co/tencent/Hunyuan-A13B-Instruct,other,open_weight_custom_or_other_license,False,tencent/hunyuan-a13b-instruct,tencent/hunyuan-a13b-instruct,,unmatched,0.222,tencent/Hunyuan-A13B-Instruct,45630161,57964,0,-0.603979078851818,tencent/hunyuan-a13b-instruct,0,,54233,323165,796,3.7267,0.0,26.087,55.6962,2025-06-25,2025-07-08,2025-08-21,text,text,text-generation,131072,131072,80.393,HunYuanMoEV1ForCausalLM,hunyuan_v1_moe,Mixture-of-Experts,,,True,False,True,0.14,0.5700000000000001,2025-03-31,https://openrouter.ai/tencent/hunyuan-a13b-instruct,,https://huggingface.co/tencent/Hunyuan-A13B-Instruct,OpenRouter|HuggingFace,tencent/hunyuan-a13b-instruct
155,7.5502,complete_three_sources,Llama 3.1 Euryale 70B v2.2,Sao10K,sao10k,General Language,text_input|text_output|tool_use|structured_output,True,https://huggingface.co/Sao10K/L3.1-70B-Euryale-v2.2,cc-by-nc-4.0,open_weight_noncommercial,False,sao10k/l3.1-euryale-70b,sao10k/l3.1-euryale-70b,,unmatched,0.0,Sao10K/L3.1-70B-Euryale-v2.2,262888889,92059,0,-0.10382062867318466,sao10k/l3.1-euryale-70b,0,,444,14911,67,15.528,0.0,2.4845,3.7975,2024-08-12,2024-08-28,2024-08-25,text,text,,131072,16384,,LlamaForCausalLM,llama,Unknown,,,False,True,True,0.85,0.85,2023-12-31,https://openrouter.ai/sao10k/l3.1-euryale-70b,,https://huggingface.co/Sao10K/L3.1-70B-Euryale-v2.2,OpenRouter|HuggingFace,sao10k/l3.1-euryale-70b
156,7.0493,complete_three_sources,Command A,Cohere,cohere,General Language,text_input|text_output|structured_output|coding|agentic,True,https://huggingface.co/CohereForAI/c4ai-command-a-03-2025,cc-by-nc-4.0,open_weight_noncommercial,auto,cohere/command-a,cohere/command-a-03-2025,,unmatched,0.0,CohereForAI/c4ai-command-a-03-2025,101067510,240901,0,1.314883756852747,cohere/command-a-03-2025,0,,1774,120169,394,8.6957,0.0,9.9379,32.9114,2025-03-11,2025-03-13,2025-10-30,text,text,text-generation,256000,8192,111.058,Cohere2ForCausalLM,cohere2,Dense or unspecified,,,False,False,True,2.5,10.0,2024-08-31,https://openrouter.ai/cohere/command-a,,https://huggingface.co/CohereForAI/c4ai-command-a-03-2025,OpenRouter|HuggingFace,cohere/command-a
157,4.8764,complete_three_sources,ReMM SLERP 13B,Undi95,undi95,General Language,text_input|text_output|structured_output,True,https://huggingface.co/Undi95/ReMM-SLERP-L2-13B,cc-by-nc-4.0,open_weight_noncommercial,False,undi95/remm-slerp-l2-13b,undi95/remm-slerp-l2-13b,,unmatched,0.0,Undi95/ReMM-SLERP-L2-13B,147643352,71304,0,0.17179824708232114,undi95/remm-slerp-l2-13b,0,,253,85220,27,10.559,0.0,0.6211,0.6329,2023-09-04,2023-07-22,2026-01-12,text,text,text-generation,6144,2048,,LlamaForCausalLM,llama,Unknown,,,False,False,True,0.44999999999999996,0.65,2023-06-30,https://openrouter.ai/undi95/remm-slerp-l2-13b,,https://huggingface.co/Undi95/ReMM-SLERP-L2-13B,OpenRouter|HuggingFace,undi95/remm-slerp-l2-13b
158,4.3508,complete_three_sources,Magnum v4 72B,Anthracite Org,anthracite-org,General Language,text_input|text_output|structured_output,True,https://huggingface.co/anthracite-org/magnum-v4-72b,apache-2.0,open_source_license,False,anthracite-org/magnum-v4-72b,anthracite-org/magnum-v4-72b,,unmatched,0.0,anthracite-org/magnum-v4-72b,64186381,24419,0,-0.03477470192383301,anthracite-org/magnum-v4-72b,0,,3362,47517,58,4.9689,0.0,13.0435,3.1646,2024-09-20,2024-10-22,2024-11-25,text,text,text-generation,16384,2048,72.706,Qwen2ForCausalLM,qwen2,Dense or unspecified,,,False,False,True,3.0,5.0,2024-06-30,https://openrouter.ai/anthracite-org/magnum-v4-72b,,https://huggingface.co/anthracite-org/magnum-v4-72b,OpenRouter|HuggingFace,anthracite-org/magnum-v4-72b
159,3.4859,complete_three_sources,ERNIE 4.5 VL 424B A47B ,Baidu,baidu,Multimodal / VLM,image_input|text_input|text_output|reasoning,True,https://huggingface.co/baidu/ERNIE-4.5-VL-424B-A47B-PT,apache-2.0,open_source_license,False,baidu/ernie-4.5-vl-424b-a47b,baidu/ernie-4.5-vl-424b-a47b,,unmatched,0.414,baidu/ERNIE-4.5-VL-424B-A47B-PT,53891365,27109,0,0.06336382927249071,baidu/ernie-4.5-vl-424b-a47b,0,,1265,324566,106,4.3478,0.0,7.4534,8.2278,2025-06-28,2025-06-30,2026-01-16,image|text,text,image-text-to-text,123000,16000,423.526,Ernie4_5_VLMoeForConditionalGeneration,ernie4_5_moe_vl,Mixture-of-Experts,,,True,False,False,0.42,1.25,2025-03-31,https://openrouter.ai/baidu/ernie-4.5-vl-424b-a47b,,https://huggingface.co/baidu/ERNIE-4.5-VL-424B-A47B-PT,OpenRouter|HuggingFace,baidu/ernie-4.5-vl-424b-a47b
160,3.1378,complete_three_sources,Jamba Large 1.7,AI21,ai21,General Language,text_input|text_output|tool_use,True,https://huggingface.co/ai21labs/AI21-Jamba-Large-1.7,other,open_weight_custom_or_other_license,auto,ai21/jamba-large-1.7,ai21/jamba-large-1.7,,unmatched,0.0,ai21labs/AI21-Jamba-Large-1.7,73913180,94141,0,-0.257460575198673,ai21/jamba-large-1.7,0,,52,1554,34,6.8323,0.0,0.0,1.2658,2025-07-02,2025-08-08,2026-02-02,text,text,,256000,4096,398.555,JambaForCausalLM,jamba,Mixture-of-Experts,2,,False,True,False,2.0,8.0,2024-08-31,https://openrouter.ai/ai21/jamba-large-1.7,,https://huggingface.co/ai21labs/AI21-Jamba-Large-1.7,OpenRouter|HuggingFace,ai21/jamba-large-1.7
161,2.6071,complete_three_sources,Reka Flash 3,Rekaai,rekaai,Reasoning,text_input|text_output|reasoning|structured_output|coding,True,https://huggingface.co/RekaAI/reka-flash-3,apache-2.0,open_source_license,False,rekaai/reka-flash-3,rekaai/reka-flash-3,,unmatched,0.0,RekaAI/reka-flash-3,13479978,18091,0,-0.5594809814753607,rekaai/reka-flash-3,0,,342,20709,389,1.8634,0.0,1.2422,31.6456,2025-03-11,2025-03-12,2025-03-13,text,text,,65536,65536,20.905,LlamaForCausalLM,llama,Dense or unspecified,,,True,False,True,0.09999999999999999,0.19999999999999998,2025-01-31,https://openrouter.ai/rekaai/reka-flash-3,,https://huggingface.co/RekaAI/reka-flash-3,OpenRouter|HuggingFace,rekaai/reka-flash-3
162,2.0902,complete_three_sources,Reka Edge,Rekaai,rekaai,Multimodal / VLM,image_input|text_input|video_input|text_output|tool_use|structured_output,True,https://huggingface.co/RekaAI/reka-edge-2603,other,open_weight_custom_or_other_license,False,rekaai/reka-edge,rekaai/reka-edge-2603,,unmatched,0.0,RekaAI/reka-edge-2603,37877610,36642,0,0.7458830420548367,rekaai/reka-edge-2603,0,,531,15706,130,2.4845,0.0,3.1056,10.1266,2026-03-11,2026-03-20,2026-04-24,image|text|video,text,image-text-to-text,16384,16384,7.129,Yasa2ForConditionalGeneration,yasa2,Dense or unspecified,,,False,True,True,0.09999999999999999,0.09999999999999999,,https://openrouter.ai/rekaai/reka-edge,,https://huggingface.co/RekaAI/reka-edge-2603,OpenRouter|HuggingFace,rekaai/reka-edge
